name,date,dayofweek,round,venue,result,squad,opponent,game_started,position,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,bench_explain
Harvey Barnes,2021-10-16,Sat,8,Home,W 4–2,Leicester City,Manchester Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Harvey Barnes,2021-10-24,Sun,9,Away,W 2–1,Leicester City,Brentford,N,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Harvey Barnes,2021-10-30,Sat,10,Home,L 0–2,Leicester City,Arsenal,N,LW,45.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,4.0,2.0,50.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Harvey Barnes,2021-11-07,Sun,11,Away,D 1–1,Leicester City,Leeds United,Y,LW,69.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,9.0,4.0,44.4,1.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,
Harvey Barnes,2021-11-20,Sat,12,Home,L 0–3,Leicester City,Chelsea,Y,LW,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,2.0,22.2,1.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
Harvey Barnes,2021-11-28,Sun,13,Home,W 4–2,Leicester City,Watford,Y,LW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.0,4.0,23.5,4.0,6.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
Harvey Barnes,2021-12-01,Wed,14,Away,D 2–2,Leicester City,Southampton,Y,LW,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,5.0,31.3,4.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
Wilfred Ndidi,2021-08-14,Sat,1,Home,W 1–0,Leicester City,Wolves,Y,"CM,DM",90.0,4.0,4.0,2.0,2.0,0.0,2.0,7.0,28.6,5.0,23.0,7.0,30.4,9.0,10.0,4.0,3.0,0.0,0.0,3.0,2.0,6.0,2.0,0.0,
Wilfred Ndidi,2021-08-23,Mon,2,Away,L 1–4,Leicester City,West Ham,Y,DM,90.0,6.0,4.0,4.0,2.0,0.0,0.0,3.0,0.0,3.0,26.0,7.0,26.9,11.0,14.0,1.0,2.0,0.0,0.0,2.0,4.0,10.0,4.0,0.0,
Wilfred Ndidi,2021-08-28,Sat,3,Away,W 2–1,Leicester City,Norwich City,Y,DM,90.0,5.0,3.0,3.0,2.0,0.0,2.0,3.0,66.7,1.0,17.0,6.0,35.3,7.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,
Wilfred Ndidi,2021-09-11,Sat,4,Home,L 0–1,Leicester City,Manchester City,Y,DM,90.0,5.0,4.0,2.0,3.0,0.0,2.0,3.0,66.7,1.0,24.0,7.0,29.2,15.0,8.0,1.0,2.0,1.0,0.0,1.0,2.0,7.0,3.0,0.0,
Wilfred Ndidi,2021-09-19,Sun,5,Away,L 1–2,Leicester City,Brighton,Y,DM,90.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,25.0,3.0,25.0,8.0,32.0,7.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,
Wilfred Ndidi,2021-09-25,Sat,6,Home,D 2–2,Leicester City,Burnley,Y,DM,90.0,4.0,2.0,4.0,0.0,0.0,1.0,2.0,50.0,1.0,22.0,7.0,31.8,10.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,
Wilfred Ndidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilfred Ndidi,2021-10-30,Sat,10,Home,L 0–2,Leicester City,Arsenal,N,,,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Wilfred Ndidi,2021-11-07,Sun,11,Away,D 1–1,Leicester City,Leeds United,Y,CM,90.0,6.0,3.0,4.0,2.0,0.0,2.0,3.0,66.7,1.0,29.0,11.0,37.9,15.0,13.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,0.0,
Wilfred Ndidi,2021-11-20,Sat,12,Home,L 0–3,Leicester City,Chelsea,Y,DM,90.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,37.0,12.0,32.4,5.0,27.0,5.0,2.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,
Wilfred Ndidi,2021-11-28,Sun,13,Home,W 4–2,Leicester City,Watford,Y,DM,90.0,3.0,2.0,1.0,2.0,0.0,2.0,4.0,50.0,2.0,30.0,8.0,26.7,17.0,10.0,3.0,3.0,0.0,0.0,3.0,4.0,7.0,1.0,0.0,
Wilfred Ndidi,2021-12-01,Wed,14,Away,D 2–2,Leicester City,Southampton,Y,CM,90.0,5.0,4.0,3.0,2.0,0.0,2.0,2.0,100.0,0.0,33.0,11.0,33.3,9.0,18.0,6.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,
James Maddison,2021-08-14,Sat,1,Home,W 1–0,Leicester City,Wolves,Y,AM,61.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,9.0,1.0,11.1,4.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
James Maddison,2021-08-23,Mon,2,Away,L 1–4,Leicester City,West Ham,Y,"AM,RM,LM",80.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,8.0,1.0,12.5,3.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,
James Maddison,2021-08-28,Sat,3,Away,W 2–1,Leicester City,Norwich City,Y,"FW,LM",85.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,12.0,5.0,41.7,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
James Maddison,2021-09-11,Sat,4,Home,L 0–1,Leicester City,Manchester City,Y,AM,72.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,15.0,5.0,33.3,6.0,9.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,
