name,date,dayofweek,round,venue,result,squad,opponent,game_started,position,minutes,sca,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,bench_explain
Antonio Rüdiger,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Antonio Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Rüdiger,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,Y,CB,90.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,
Antonio Rüdiger,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,Y,CB,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Antonio Rüdiger,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,Y,CB,90.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Antonio Rüdiger,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,Y,CB,90.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Antonio Rüdiger,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Antonio Rüdiger,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jorginho,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,Y,DM,90.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
Jorginho,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,Y,DM,90.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jorginho,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,Y,DM,86.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
Jorginho,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,N,DM,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jorginho,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y,DM,90.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jorginho,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,Y,DM,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jorginho,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,N,DM,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jorginho,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Jorginho,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,Y*,DM,63.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,
Jorginho,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,Y*,DM,90.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jorginho,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,Y*,DM,90.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jorginho,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,Y*,DM,76.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jorginho,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,Y*,DM,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jorginho,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Andreas Christensen,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andreas Christensen,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andreas Christensen,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andreas Christensen,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Andreas Christensen,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y,CB,90.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andreas Christensen,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andreas Christensen,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Andreas Christensen,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andreas Christensen,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Andreas Christensen,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,Y,CB,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andreas Christensen,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andreas Christensen,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Andreas Christensen,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Andreas Christensen,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kai Havertz,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,N,AM,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kai Havertz,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,Y,LW,89.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kai Havertz,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,Y,AM,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kai Havertz,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,Y,AM,63.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kai Havertz,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y,"LW,FW",69.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kai Havertz,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,N,"AM,CM",31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kai Havertz,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Kai Havertz,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,N,FW,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kai Havertz,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,Y,FW,69.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kai Havertz,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,Y,FW,90.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,
Kai Havertz,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,Y,FW,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kai Havertz,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,Y,FW,61.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kai Havertz,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Kai Havertz,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,Y,"FW,AM",90.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
Thiago Silva,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Thiago Silva,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Thiago Silva,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,N,CB,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Thiago Silva,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,Y,CB,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Thiago Silva,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y,CB,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Thiago Silva,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,N,CB,62.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Thiago Silva,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,Y,CB,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Silva,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,Y,CB,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Thiago Silva,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Thiago Silva,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,Y,CB,90.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Thiago Silva,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Thiago Silva,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,Y,CB,90.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,
Thiago Silva,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,N,CB,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marcos Alonso,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,Y,WB,85.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marcos Alonso,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,Y,WB,90.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marcos Alonso,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,Y,WB,90.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marcos Alonso,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,Y*,WB,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marcos Alonso,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y,WB,90.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
Marcos Alonso,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,Y,WB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marcos Alonso,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Marcos Alonso,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Marcos Alonso,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Marcos Alonso,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Alonso,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Marcos Alonso,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,Y,WB,77.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marcos Alonso,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,Y,WB,90.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,
Mateo Kovačić,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,Y,DM,90.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
Mateo Kovačić,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,Y,DM,71.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
Mateo Kovačić,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,N,CM,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mateo Kovačić,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,Y,DM,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
Mateo Kovačić,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y,"CM,DM",90.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
Mateo Kovačić,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,Y,"CM,DM",90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mateo Kovačić,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,Y,DM,72.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mateo Kovačić,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,Y,CM,64.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mateo Kovačić,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,Y,DM,90.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,
César Azpilicueta,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,Y*,WB,66.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,
César Azpilicueta,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,Y*,CB,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
César Azpilicueta,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,Y*,"WB,CB",90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
César Azpilicueta,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,N,WB,27.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,
César Azpilicueta,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y*,WB,90.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
César Azpilicueta,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,Y*,"WB,CB",90.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
César Azpilicueta,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,Y*,WB,90.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,
César Azpilicueta,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,Y*,WB,88.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
César Azpilicueta,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
César Azpilicueta,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
César Azpilicueta,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
César Azpilicueta,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
César Azpilicueta,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
César Azpilicueta,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,Y*,WB,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trevoh Chalobah,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trevoh Chalobah,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Trevoh Chalobah,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,N,DM,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trevoh Chalobah,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trevoh Chalobah,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Trevoh Chalobah,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Trevoh Chalobah,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trevoh Chalobah,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,Y,CB,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trevoh Chalobah,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,Y,CB,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trevoh Chalobah,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Trevoh Chalobah,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,N,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Trevoh Chalobah,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,Y,CB,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trevoh Chalobah,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trevoh Chalobah,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,Y,"CB,DM",59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
