name,date,dayofweek,round,venue,result,squad,opponent,game_started,position,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,bench_explain
César Azpilicueta,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y*,WB,90.0,48.0,60.0,80.0,794.0,342.0,24.0,28.0,85.7,22.0,25.0,88.0,2.0,4.0,50.0,0.0,0.4,3.0,1.0,0.0,0.0,0.0,
César Azpilicueta,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,Y*,"WB,CB",90.0,54.0,74.0,73.0,1033.0,529.0,22.0,27.0,81.5,26.0,31.0,83.9,6.0,12.0,50.0,0.0,0.0,1.0,4.0,2.0,0.0,6.0,
César Azpilicueta,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,Y*,WB,90.0,62.0,73.0,84.9,1026.0,385.0,32.0,34.0,94.1,27.0,32.0,84.4,3.0,5.0,60.0,1.0,0.9,2.0,4.0,2.0,0.0,10.0,
César Azpilicueta,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,Y*,WB,88.0,44.0,50.0,88.0,625.0,265.0,28.0,30.0,93.3,16.0,18.0,88.9,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,
César Azpilicueta,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
César Azpilicueta,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
César Azpilicueta,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
César Azpilicueta,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
César Azpilicueta,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
César Azpilicueta,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,Y*,WB,68.0,25.0,41.0,61.0,383.0,219.0,12.0,14.0,85.7,12.0,18.0,66.7,1.0,6.0,16.7,0.0,0.0,0.0,2.0,1.0,0.0,3.0,
Trevoh Chalobah,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,Y,CB,90.0,73.0,80.0,91.3,1397.0,464.0,27.0,32.0,84.4,38.0,39.0,97.4,8.0,9.0,88.9,0.0,0.0,0.0,16.0,1.0,0.0,4.0,
Trevoh Chalobah,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Trevoh Chalobah,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,N,DM,4.0,1.0,2.0,50.0,11.0,8.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trevoh Chalobah,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,Y,CB,90.0,36.0,45.0,80.0,794.0,286.0,12.0,13.0,92.3,15.0,19.0,78.9,8.0,12.0,66.7,0.0,0.0,0.0,2.0,1.0,0.0,3.0,
Trevoh Chalobah,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Trevoh Chalobah,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Trevoh Chalobah,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,Y,CB,90.0,59.0,63.0,93.7,1173.0,345.0,26.0,27.0,96.3,19.0,20.0,95.0,14.0,16.0,87.5,0.0,0.0,0.0,4.0,0.0,0.0,4.0,
Trevoh Chalobah,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,Y,CB,90.0,47.0,53.0,88.7,910.0,288.0,14.0,16.0,87.5,27.0,27.0,100.0,5.0,8.0,62.5,0.0,0.0,0.0,8.0,0.0,0.0,1.0,
Trevoh Chalobah,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,Y,CB,90.0,57.0,60.0,95.0,945.0,210.0,23.0,23.0,100.0,33.0,34.0,97.1,1.0,3.0,33.3,0.0,0.0,0.0,5.0,0.0,0.0,4.0,
Trevoh Chalobah,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
